,congOrgs,match
58971,College Bond Fund 529 CBF Aggressive Por,
58972,1st Citizens Checking Account,
58973,"10 North Main Street/Chatham, VA",
58974,Robert Hurt PLLC Virginia Retirement Sy,
58975,College Bond Fund 529 CBF Aggressive,
58976,10 N Maive,
58977,Westrock,
58978,Tuson,
58979,Schwab Deposit,
58980,Louisana Pacific,
58981,Collegebound Fund,
58982,Annex Savings,
58983,1st Citizens Checking,
58984,Robert Hurt PLLC,
58985,Commonwealth of Virginia Virginia Retire,
58986,College Bound Fund 529 CBF Aggressive,
58987,Tyson,"('Tyson Foods Inc.', 100)"
58988,Schwab Due Account Mead Western Co,
58989,Louisiana-Pacific,"('Louisiana-Pacific Corp', 100)"
58990,College Bond Fund CBF Aggressive Portfolio,
58991,Louisiana Pacific,"('Louisiana-Pacific Corp', 94)"
58992,Virginia Retirement System Common Actual,
58993,Hancey Mill Road Farm LLC,
58994,Stable Value (Wells Galliard),
58995,Managed Growth Portfolio Fund,
58996,Columbia Large Cap Index,
58997,Cash held in trust,
58998,"Sterne Agee, Inc Account",
58999,Sterne Agee IRA/Cash,
59000,Mainstay Funds Trust Growth Equity Fund,
59001,Mass Mutual Managed Growth Portolio Fund,
59002,Wells Galliard Blended Stable Value Fund,
59003,Mass Mutual Managed Conservative Portfolio,
59004,Mainstay Cornerstone Growth,
59005,MassMutual Managed Growth Portfolio Fd,
59006,Columbia Small Cap Growth I Fund,
59007,Waddell & Reed Financial Inc,"('Waddell & Reed Financial Inc.', 100)"
59008,Mass Mutual Managed Growth Portfolio Fun,
59009,Mainstay Funds Cornerstone Growth Fund,
59010,Columbia Balanced,
59011,Vale SA ADS,"('Vale SA', 100)"
59012,Balch & Bingham 401k Profit Sharing,
59013,Mainstay Funds Capital Appreciation Fund,
59014,JPMorgan Equity Index Value Fund,
59015,J Rowe Price Growth Stock Fund,
59016,Fidelity Advisor Stable Value Fund,
59017,"Hancey Mill Road Farm LLC, 25% Interest",
59018,AmerFunds EuroPacific Growth Fund,
59019,O IRA/Columbia Balanced Fund,
59020,MFS Mid Cap Value Fund,
59021,Mainstay Cornerstone Growth Fund,
59022,O IRA/Stifel Bank & Trust,
59023,American Beach Small Cap Value Fund,
59024,Vanguard Short-Term Investment-Grade Fund Admiral,
59025,University of Nebraska Facilities Bonds,
59026,University Of CA Revenue Bonds,
59027,San Francisco CA Revenue Bonds,
59028,Rancho Corte Madera Inc,
59029,Nevada Irrigation District Bonds,
59030,Kenosha Wis Unified School District Bonds,
59031,CA State Dept of Water Bonds,
59032,iShares Trust Bond,
59033,AT MLP Fund,
59034,"San Jose, CA Bonds",
59035,"San Diego County, CA Bonds",
59036,Poway CA Unified School District Bonds,
59037,Plaza Logistica LLC,
59038,MFS Muni High Income Fund,
59039,Metropolitan Water District of Southern,
59040,Los Angeles Unified School District Bonds,
59041,Hillsborough County Sch Bonds,
59042,Butte-Glenn Muni Bonds,
59043,Blue Water Pandero Investors LLC,
59044,Angel Oak Multi Strategy Fund,
59045,Sinclair & Rush,
59046,Santa Clara Valley Var Bonds,
59047,"San Ramon Valley, CA Bonds",
59048,Retirement Advocate Moderate Fund,
59049,Ishares TR Russell 1000,
59050,Harris County TX Flood Bonds,
59051,Austin TX Water Bonds,
59052,WLR Recovery IV Investors,
59053,Scholarshare Passive Age-Based Portfolio,
59054,Bank of America Cash Account,
59055,Atlantic Trust Disc Equity,
59056,At Mid Cap Equity Fund,
59057,Deutsch X Trks MSCI,
59058,Virtus Seix Floating Rate High Income Fund,
59059,Madison Adams Investments,
59060,Telos Corp,"('Telos Corp/MD', 100)"
59061,"Sequoia, CA Bonds",
59062,"San Francisco, CA Rev Bonds","('San Francisco Co', 94)"
59063,PMFG Inc,"('PMFG Inc', 100)"
59064,AMG Timesquare Mid Cap,
59065,Vanguard Total Stock Market,"('Vanguard Total Stock Market ETF', 100)"
59066,Multi-Pack Solutions LLC,
59067,iShares Bond (CSJ),
59068,Cameron Investment Corp,
59069,Apco Oil & Gas International,
59070,Virginia Public Sch Bonds,
59071,Stralem Equity Fund,
59072,"Riverside, CA Bonds",
59073,"Pajaro Valley, CA Bonds",
59074,Minnesota Public Facilities Bonds,
59075,East Bay Calif Regl Bonds,
59076,Angel Oak Multi Strategy,
59077,Tortoise Energy Capital,"('Tortoise Energy Capital Corp', 100)"
59078,Sinclair & Rush Manufacturing Co,
59079,"Santa Clara Vy, CA Bonds",
59080,Plaza Logistica LLC Commercial Real Estate,
59081,WLR Recovery IV Investors LLC,
59082,Schwab CA Muni Money Fund EIF,
59083,Scholarshare Passive Age-Based Portfolio 18 & Over,
59084,Goldman SachsE Systems Inc,"('E-Systems Inc', 92)"
59085,Bank of America/Cash Account,
59086,Mainstay Epoch Global,
59087,Inrad Optics Inc,"('Inrad Optics Inc', 100)"
59088,RidgeWorth Seix Floating Rate High Income Fund,
59089,TANK Holding Inc,
59090,Globecomm Systems,"('Globecomm Systems Inc', 100)"
59091,APCO Argentina,
59092,Waste Water Bonds,
59093,University of Texas Bond,
59094,University of California Rev Bonds,
59095,Transcat Inc,"('Transcat Inc', 100)"
59096,TANK Holdings,
59097,"Santa Clara Valley, CA Bonds",
59098,"San Francisco, CA Revenue Bonds",
59099,Pershing/Cash Account,
59100,"Los Angeles, CA USD Bonds",
59101,"Los Angeles, CA Sanitation Equip Bonds",
59102,"Los Angeles, CA G/O UTX Bonds",
59103,Los Angeles County Sanitation Dist Bonds,
59104,Kenosha Wis Unified School District,
59105,Henderson Enterprises,
59106,Essex County Bonds,
59107,"Columbia County, WI Bonds",
59108,California Dept of Transporatation Bonds,
59109,Graham Corp,"('Graham Corp', 100)"
59110,Virginia State Res Bonds,
59111,Virginia State Public School Bonds,
59112,"Poway, CA Unified School Bonds",
59113,"Norwalk, La Mirada Bonds",
59114,Metro Water District of So Cal Bond,
59115,Los Angeles County Metro Transp Bonds,
59116,"Huntington Beach, CA Bonds",
59117,"Houston, TX Bonds",
59118,Hillsborough County School Board Bonds,
59119,"East Bay, CA Regional Bonds",
59120,Butte-Glenn Municipal Bonds,
59121,"Austin, TX Water Bonds",
59122,Alabama State bonds,
59123,Stralem Equity Funds,
59124,San Ramon Valley Bonds,
59125,"Sacramento County, CA Bonds",
59126,Inrad Optics,"('Inrad Optics Inc', 100)"
59127,"Harris County, TX Flood Bonds",
59128,Vanguard Lifestrategy Growth Fund,
59129,Schwab Ca Muni Money Fund,
59130,ISI Managed Municipal Fund,
59131,GSE Systems,"('GSE Systems Inc', 100)"
59132,US Lime & Mineral,
59133,Wells Fargo Managed Income Fund,
59134,Global Power Equipment,"('Global Power Equipment Group Inc', 100)"
59135,SINCLAIR & RUSH,
59136,"San Francisco, Ca City Bonds",
59137,NAP/Gladu Finance,
59138,"Los Angeles, CA Waste Water Bonds",
59139,Emancipation Capital account,
59140,Charles Schwab Money Market Funds,
59141,"San Francisco, Ca Rev Bonds","('San Francisco Co', 94)"
59142,Passive Age-based Portfolio 18 & Over,
59143,Metropolitan Water Bonds,
59144,Plaza Logistica Llc,
59145,CL King & Assoc Accounts,
59146,CK King & Assoc Money Market Account,
59147,Puerto Rico Elec Bonds,
59148,Ecology,"('US Ecology Inc', 100)"
59149,Federated Capital Preservation Fund,
59150,Rapco Building Llc,
59151,Major Building LLC,
59152,Photonics Products Group,
59153,NAP Holdings LLC,
59154,Ridgeworth Seix Float Fund,
59155,Los Angeles CA Waste Water Bonds,
59156,Columbia County WI Bonds,
59157,CA State G/O Bonds,
59158,Apco Oil & Gas,
59159,Yacktman Focused,
59160,Santa Clara Valley CA Bonds,
59161,Los Angeles CA Sanitation Equipment Bonds,
59162,Passive Age-Based Portfolio 18 & Ove,
59163,Invesco Disciplined Equity Fund,
59164,Flood Bonds,
59165,JHancock2 Glgl Absolute Fund,
59166,ISI Managed Muni Fund,
59167,Barclays ETN Plus Select MLP Fund,
59168,Managers AMG Times Square Fund,
59169,Credit Suisse Equal Weight MLP Index ETN,
59170,Rose Exterminator,
59171,414 Frontage Road,
59172,Rose Pest Solutions LLC,
59173,2711 Douglas Ave,
59174,T Rowe Price Strategy Fund,
59175,American Funds The Growth Fund of America,
59176,20% of the outstanding units of Foundtainhead Part,
59177,"414 Frontage Road/Northfield, IL",
59178,Rose Pest Solutions,
59179,"2711 Douglas Avenue/Racine, Wisconsin",
59180,Fountainhead Partners LLC,
59181,White Whale Con,
59182,Rose Exterminator Co,
59183,Insured Deposit Account,
59184,Entergy Ark Inc,
59185,Kellogg Inc,
59186,Entergy Ark Inc 472 PFD,
59187,WinTrust Financial,"('Wintrust Financial Corp.', 94)"
59188,Wintrust Financial,"('Wintrust Financial Corp.', 100)"
59189,White Whale Consulting,
59190,Janus orion Fund,
59191,McDonald's Inc,
59192,Fidelity Center Fund,
59193,State Bank of Newburg accounts,
59194,First Bank-Accounts,"('First Bank', 100)"
59195,"Condominium/West Bend, WI",
59196,State Bank of Horizon accounts,
59197,"Lot/Kewaskum, WI",
59198,Commerce Bank-Accounts,
59199,BMO Harris Accounts,
59200,American Funds Europacific Growth R6,
59201,FB Roth IRA First Bank Cash,"('First Bank', 100)"
59202,Empty Lot,
59203,Bank Accounts BMO Harris Bank,
59204,Whole Life - State of Wisconsin Life Insurance,
59205,Thrivent Mutual Bond Fund,
59206,Bank Accounts Commerce State Bank,
59207,The Income Fund of Americe,
59208,FB ROTH IRa FIRST BaNK,
59209,BMO Harris Bank,
59210,Horizon Bank,
59211,America Funds 2025 TDRF R3,
59212,First Merit Bank Savings account,
59213,Nationwide 457,
59214,Transamerica 401K,
59215,Sun America Life Insurance Pol,
59216,"Real estate/405 Greenfield, Flint, MI",
59217,"Residential Rental - Summerville, SC",
59218,Fidelity Growth & Income K,
59219,Fidelity Asset Manager 20%,
59220,"Residential Rental/Summerville, SC",
59221,Tim Scott & Assoc,
59222,Heritage Trust FCU/Checking,
59223,1403-1409 Ashley River Road/Charleston,
59224,Dan Martin Carolina Insurance Group,
59225,Dan Martin Carolina Insurance Agency,
59226,"118 Two Hitch Road/Summerville, SC",
59227,Great West Mutual Pension,
59228,Allstate Investment Co Life,
59229,Hope Floats LLC,
59230,Heritage Trust Federal Credit Union,
59231,Gideon Properties LLC,
59232,Rivertown Investments,
59233,"Rental Property/Charleston, SC",
59234,"Rental Property/Goose Creek, SC",
59235,Pathway Real Estate,
59236,All state,
59237,Allstate Insurance Co Life,
59238,Lincoln Benefit Life Insurance,
59239,Heritage Trust Fund,
59240,Properties LLC,"('MGM Growth Properties LLC', 100)"
59241,Lincoln Benefit Life Co,
59242,Allstate Insurance Co Universal Life,
59243,Great Western Mutual Pension,
59244,Heritage Trust FCU Checking/Savings A/C,
59245,Guardian Point Capital,
59246,Coastal Bank,"('First Coastal Bankshares Inc', 100)"
59247,Carter's Pharmacy,
59248,Comstock Invesco,
59249,Trader's Way Community Property,
59250,Savannah Bank CD,
59251,Costal Bankshares Inc,
59252,MM S&P 500 Index Northern Trust,
59253,Sea Island Bank CD,
59254,First Chatham Bank CD,
59255,Bank of the Ozarks CD,
59256,MM S&P Mid Cap Index Northern Trust,
59257,Mass Mutual 401K/Cash,
59258,Nuveen Intermediate Duration Muni Bond,
59259,Cobb Cnty GA Dev Stdnt Rec & Activities Rev Bond,
59260,Private CLLGS & Univs Facs Auth Ga Rev Agnes Scott,
59261,First Trust Dow Target 10 May 2014,
59262,Carrollton GA Payroll Dev Auth Rev UWG Phase II PJ,
59263,First Trust Interest Rt Hedge 68,
59264,First Trust R Bern Adv Qual Incm,
59265,Cobb Cnty GA Kennestone Hosp Auth Rev Rfdg Antc,
59266,Fulton Cnty GA Dev Auth Revenue Rfdg GA Tech,
59267,Springfield GA Water & Sewer Revenue Rfdg Bond,
59268,Georga State Bond,
59269,Oconee County GA Ida Revenue Rfdg Bond,
59270,Paulding Cnty GA Hosp Auth Revenue Antic Ctf BE,
59271,Atlanta GA Dev Auth Stdnt Hsg Rev Rfdg Facs Piedmo,
59272,Bibb County GA Dev Auth Revenue Macon St,"('Bibb Co', 100)"
59273,Cairo GA Comb Pub Util Revenue Rfdg & Impt Amg BE,
59274,Carrollton GA Payroll Dev Rev Antic Ctf Uwg Athltc,
59275,Richmond Cnty GA Dev Auth Adl Facs Revenue Bond,
59276,Carrollton GA Payroll Dev Auth Revenue Stdnt Hsg,
59277,Leucadia Nat Cp,
59278,Cobb Cnty GA Dev Auth Stdnt HSG Revenue Rfdg Bond,
59279,Bleckley Dodge Cnty GA Jt Dev Auth Student Hsg Rev,
59280,Georgia Housing & Finance Authority Revenue Bond,
59281,Newton County GA Water Revenue Bond,
59282,Griffin GA Comb Pub Util Revenue Rfdg Amg Be,
59283,Amtetek Inc,
59284,Syntel Inc,"('Syntel Inc', 100)"
59285,Endurance Spclty Holdings,
59286,MICROS Systems,"('MICROS Systems Inc', 100)"
59287,Fulton Cnty GA Dev Auth Rev Tuff Atlanta HSG LLC G,
59288,Henkel Kgaa PFD,
59289,Nordea NK Sweden AB,
59290,Floyd Cnty GA Hosp Auth Rev Rfdg Antic Ctf Floyd M,
59291,Savannah GA Econ Dev Auth AASU Stdnt Rev,
59292,Private Cllgs & Univs Auth GA Rev Rfdg Emory Univ,
59293,Atlanta GA Dev Auth Revenue Tuff Atoc,
59294,South Regl Jt Dev Ath Ga VSU Auxilry Svc Stdnt,
59295,Patteron Cos,
59296,Laboratory CP Amer Holdings,
59297,Contl Ag,
59298,Lyondellbasell Nv,
59299,Enstar Group Ltd,"('Enstar Group Ltd', 100)"
59300,Grupo Financiero Banorto SAB,
59301,Monotype Imaging Holdings,"('Monotype Imaging Holdings Inc', 100)"
59302,Svenska Cellulosa B SP,
59303,Sonova Holdings Ag,
59304,Partner Comm Co,
59305,Hospitality Properties Reit,
59306,AGOC Corp,
59307,Crisp Cnty GA Dev Auth Envmntl Impt Rev Rfdg Intl,
59308,Santen Pharmaceutical Co,
59309,SMC Corp Japan,
59310,II IV Inc,
59311,DNB Asa Spon,
59312,Compagnie Fin Richemontag,
59313,EPR Pptys,
59314,Trip Advisor Inc,"('TripAdvisor Inc', 93)"
59315,Fedl Rlty Invt Trust SBI,
59316,Sun Hydraulics Corp,"('Sun Hydraulics Corp', 100)"
59317,Douglas Emmett Inc,"('Douglas Emmett Inc', 100)"
59318,Neustar Cla A Com Stk,
59319,Tanger Factory Outlet Centers,"('Tanger Factory Outlet Centers Inc.', 100)"
59320,Apartment Invt & Mgt,
59321,Weingarten Realty Inv Sbi,
59322,Amreit Inc,
59323,Assoc Estates Realty,
59324,Senior Hsg Ppty Tr,
59325,Earthlink Holdings Corp,"('EarthLink Holdings Corp', 96)"
59326,Dalton GA Dev Auth Revenue Rfdg Hamilton HC Sys,
59327,Equity One Inc,"('Equity One Inc.', 100)"
59328,Monmouth RL Est Invt Cp,
59329,American Homes 4 Rent,"('American Homes 4 Rent', 100)"
59330,Altisource Residential Corp,"('Altisource Residential Corp', 100)"
59331,Silver Bay Realty Trust,"('Silver Bay Realty Trust Corp', 100)"
59332,Morgan Stanley Unified Managed Account,"('Morgan Stanley', 100)"
59333,Savannah Bank,
59334,Alternative Investment Partners Absolute Return Fu,
59335,Sea Island Bank,
59336,Nuveen Investments,"('Nuveen Investments Inc', 100)"
59337,Cash Held in Interest-Bearing account,
59338,"Carrollton, GA Payroll Dev Auth Rev Uwg Bond",
59339,Treasury Cash Trust,
59340,Stifel FIRST TRUST INT RaTE HEDGE 95 MO RE,
59341,Springfield GA Water & Sewer,
59342,SaVaNNaH Ga ECON DEV aUTH REV RFDG aRMSTRONG,
59343,Private Cllgs & Univs Fas Auth GA Rev Agnes Scott,
59344,"Paulding County, GA Hosp Bond",
59345,"Oconee County, GA Ida Rev Bond",
59346,Morgan Stanley Spectrum Technical,"('Morgan Stanley', 100)"
59347,LaWRENCEVILLE Ga BLDG aUTH Bond,
59348,Georgia State Ser Bond,
59349,Georgia State Hsg & Fin Auth,
59350,Fulton County GA Dev Auth Rev Rfdg Bond,
59351,First Trust Interest Rt Hedge,
59352,First Trust Dow Target,
59353,First Trust Bern,
59354,Dalton GA Dev Auth,
59355,"Cobb County, GA Kennestone Bond",
59356,"Cobb County, GA Dev Student Rec Bond",
59357,Cobb County GA Dev Auth Stdnt Hsg Bond,
59358,Cobb Cnty GA Dev Stdnt Rec Activity Ctr Bond,
59359,"Carrollton, GA Payroll Dev Rev Antic Bond",
59360,Carroll City County Hosp Auth,
59361,Cairo GA Comb Pub Util Bond,
59362,Bleckley Dodge Cnty GA Jt Dev Auth Bond,
59363,Bibb County GA Dev Auth Bond,"('Bibb Co', 100)"
59364,Atlanta GA Dev Auth Stdnt Hsg,
59365,aLBaNY DOUGHERTY aUTH Ga INNCER CITY REV BOND,
59366,South Regl Jt Dev Ath GA,
59367,Savannah GA Econ Dev Auth Aasu,
59368,Private Clgs & Univs Auth GA Rfdg Emory University,
59369,Griffin GA Comb Pub Util,
59370,Fulton County Dev Auth Rev Tuff Bond,
59371,Crisp County GA Dev Auth Envmntl Impt,
59372,Atlanta GA Dev Auth Rev Tuff Bond,
59373,Comstock (Invesco),
59374,MM S&P 500 Index (Northern Trust),
59375,MM S&P Mid Cap Index,
59376,Mass Mutual 401k/Cash,
59377,Mass Mutual 401(k) Whole Life Insurance Policy,
59378,Sterne Agee Insured / Deposit Program,
59379,Sterne Agee Treasury Cash Trust,
59380,Springfield GA Water & Sewer (09/01/26),
59381,Georgia State Ser A Bond,
59382,Georgia State Hsg & Fin Auth (12/10/27),
59383,Fulton Cnty GA Dev Auth Rev Rfdg Bond,
59384,Dalton GA Dev Auth (08/15/25),
59385,"Cobb County, GA Dev Stdnt Rec Bond",
59386,Cobb Cnty GA Dev Auth Stdnt Hsg Bond,
59387,Carrollton GA Payroll Dev Auth Rev Studnt,
59388,Cairo GA Comb Pub Util (01/01/19),
59389,"Bibb County, GA Dev Auth (07/01/30)","('Bibb Co', 100)"
59390,Atlanta GA Dev Auth Stdnt Hsg (09/01/28),
59391,South Regl Jt Dev Ath GA (08/01/39),
59392,Savannah GA Econ Dev Auth Aasu (12/01/20),
59393,Private Cllgs & Univs Auth GA Rfdg Emory Univ,
59394,Griffin GA Comb Pub Util (01/01/27),
59395,Fulton Cnty Dev Auth Rev Tuff Bond,
59396,"Floyd County, GA Hosp Auth Bond",
59397,Crisp Cnty GA Dev Auth Envmntl Impt (02/01/15),
59398,Translife Inds Co Variable,
59399,CNL Growth Prop REIT,
59400,Cfcll Savings,
59401,Griffin Amer Healthcare Reit,
59402,Wright Patman CFCU,
59403,Transamerica Life,
59404,Corp Capital Trust,
59405,CNL Growth Property REIT,
59406,Transamerica Multi-Manager Alternative Strategies,
59407,Northstar Realty Finance Corp,"('NorthStar Realty Finance Corp', 97)"
59408,Forward Real Fund,
59409,Forward Real Estate Long,
59410,Forward Intl Real Estate,
59411,First Eagle Fund,
59412,CFCU Savings,
59413,North Star Realty Europe,"('NorthStar Realty Europe Corp', 96)"
59414,Trans Life Ira Co Variable Am,
59415,Griffin American Healthcare REIT II,
59416,Corporate Capitol Trust BBC,
59417,Trans Multi Mgr Alt Strat Fund,
59418,Equity Income 'C' Fund,
59419,Charles Schwab & Co IRA,
59420,Charles Schwab IRA Money Market,
59421,Zepto Metrix Corp Biotechnology Co,
59422,Volland Electric Corp Electrical Repair & Distrib,
59423,Innate Immunotherapeutics,
59424,M&T Bank Money Market Account,
59425,Cash - M&T Bank,
59426,Bloch Industries,
59427,Bank of Akron - Money Market Account,
59428,Audubon Machinery Corp,
59429,Zepto Metrix Realty,
59430,Patio Village Apartments,
59431,Cobblestone Realty LLC,
59432,Chembio Diagnostics (CEMI),
59433,Bloch Realty LLC,
59434,Private Mortgage,
59435,Wurlitzer Capital Group,
59436,Gibraltar Industries,"('Gibraltar Industries Inc', 100)"
59437,Ingenious Products,
59438,Easom North Realty,
59439,PNC Institutional Asset Management,
59440,Private Loan to Cole Bergan,
59441,Cash - Bank of Akron,
59442,Unitek Global Services,"('UniTek Global Services Inc', 95)"
59443,Key Bank -- cash,
59444,Zepto Metrix Corp,
59445,Volland Electric Equipment,
59446,Niagara Ceramics,
59447,Citigroup Global Markets Money Market,
59448,Audubon Machinery,
59449,Eacom Automation,
59450,Cobblestone Realty,
59451,Chembio Diagnostics,"('Chembio Diagnostics Inc.', 100)"
59452,Bloch Realty,
59453,Tri State Capital Bank,
59454,National Fuel Corp,
59455,AR Incubator Fund LLC,
59456,AQ Kafe,
59457,American Fundamental Mutual Fund,
59458,Spartech,"('Spartech Corp', 100)"
59459,Dillard's,"(""Dillard's Inc."", 100)"
59460,Clariant,
59461,HSBC Bank accounts,
59462,Heartland Payments Systems,"('Heartland Payment Systems Inc', 96)"
59463,Bank of Akron accounts,
59464,Anadigics,
59465,IGO,
59466,Morgan Stanley Private Bank Bank Deposit Program,"('Morgan Stanley', 100)"
59467,Easom Automation Systems,
